EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
660723251,SOLO POR HOY,% BELINDA HILL,68 CALLE GEORGETTI,SAN JUAN,PR,00925-3607,0000,03,3,1000,201004,1,15,000000000,1,01,202212,6,5,01,0,12,1596381,873595,873595,I31,
660723985,FUNDACION CAUSA EN ACCION,,PO BOX 10342,HUMACAO,PR,00792-1342,0000,03,3,1000,201510,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,X99,
660724278,COMUNIDAD JUAN HERNANDEZ INC,% COMUNIDAD JUAN HERNANDEZ,CARR 131 K1 H5 BO GUILLARTE,ADJUNTAS,PR,00601-0000,0000,03,3,1000,202106,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,W80,COMUNIDAD SECTOR HERNANDEZ
660725105,INSTITUTO NUEVA ESCUELA,% YMA N RIOS,AVE PONCE DE LEON 1101,SAN JUAN,PR,00926-0000,0000,03,3,2000,201107,1,15,000000000,1,01,202306,6,7,01,0,06,2274896,8617113,8617113,B90,
660725158,PUERTO RICO COMMUNITY HOUSING DEVELOPMENT INC,,RR 3 BOX 3724,SAN JUAN,PR,00926-0000,0000,03,3,1000,201005,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,L21,
660725543,INITIATIVE FOR INDEPENDENT SCHOOLING IN PUERTO RICO INC,,PO BOX 6161,AGUADILLA,PR,00604-2200,0000,03,3,2000,201004,1,11,000000000,1,01,202112,4,4,01,0,12,179860,300801,300801,B21,
660726113,FUNDACION PUERTORRIQUENA DE ENFERMEDADES REUMATICAS INC,,PO BOX 10531,SAN JUAN,PR,00922-0531,0000,03,3,2000,201802,1,15,000000000,1,01,202212,4,4,01,0,12,148967,102700,102700,E70,
660726399,CARLOS BELTRAN BASEBALL ACADEMY INC,,PO BOX 1115,FLORIDA,PR,00650-1115,0000,03,3,2000,201408,1,11,000000000,1,01,202312,6,6,01,0,12,4829743,1718749,1718749,N63,
660727042,KINESIS INC,,1001 CALLE SAN ROBERTO,SAN JUAN,PR,00926-2757,0000,03,3,1200,201003,1,04,000000000,1,01,202306,8,6,00,1,06,16763150,2818418,,T20,
660727301,FUNDACION DR CARLOS LOPEZ SOMOLINOS INC,% LUIS A OCASIO RIVERA,PMB 330-425,DORADO,PR,00646-0000,0000,03,3,1000,201308,1,15,000000000,1,01,202312,5,4,01,0,12,560745,192918,192918,B82,
660727624,VET FOR STRAYS INC,% DORIS J ACEVEDO,4003 CALLE CARLOS CARTAGENA,PONCE,PR,00717-0328,0000,03,3,1000,201708,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,D20,
660727883,CENTRO ISLAMICO DE ARECIBO INC,,PO BOX 1249,HATILLO,PR,00659-1249,0000,03,3,7000,201601,1,10,000000000,1,01,201812,4,1,06,0,12,202240,2493,2493,X40,
660728293,MENTES PUERTORRIQUENAS EN ACCION INC,% DANIEL MATOS MELENDEZ,PO BOX 30518,SAN JUAN,PR,00929-0000,0000,03,3,1200,201702,1,16,000000000,1,01,202212,5,5,01,0,12,518730,687089,687089,W70,
660729493,FUNDACION A-MAR BARA NINOS QUEMADOS,% BONNIE GUZMAN,PO BOX 193652,SAN JUAN,PR,00919-3652,0000,03,3,1000,201403,1,15,000000000,1,01,202312,4,4,01,0,12,385623,488816,488816,E86,BONNIE GUZMAN PRESIDENT
660730041,ALLIANZA COMUNITARIA DE LA NONTANA INC,% MARIA SANTIAGO,HC 2 BOX 11031,YAUCO,PR,00698-9693,0000,03,3,1000,202203,1,15,000000000,1,01,202312,1,1,02,0,12,233,1899,1899,S20,
660730779,ATENAS COMMUNITY HEALTH CENTER ACHC INC,,PO BOX 455,MANATI,PR,00674-0455,0000,03,3,1000,201411,1,12,000000000,1,01,202306,5,6,01,0,06,669455,4949215,4949215,E210,
660731022,IGLESIA PENTECOSTAL EL JARDIN DE DIOS,,PO BOX 35000,CANOVANAS,PR,00729-0014,2046,03,9,7000,196911,1,10,001000000,5,01,,0,0,01,0,12,,,,,
660731242,IEM EBENEZER INC,,HC 1 BOX 6323,SABANA HOYOS,PR,00688-8624,2046,03,9,7000,196911,1,10,000000000,5,01,,0,0,06,0,12,,,,,
660731827,ALIANZA PARA LA EDUCACION ALTERNATIVA INC,,PO BOX 9024075,SAN JUAN,PR,00902-4075,0000,03,3,1200,202108,1,15,000000000,1,01,202306,4,8,01,0,06,233703,12000000,12000000,B90,
660732176,ABRIENDO PUERTAS AL FUTURO INC,,URB FLAMGOYAN 6 DNS F6 CAZLB 8,BAYAMON,PR,00959-0000,0000,03,3,1200,201103,1,15,000000000,1,01,202008,1,0,00,0,08,5114,0,0,P82,
660733385,IGLESIA PENTECOSTAL UNCION DE CRISTO INC,% EDUARDO RAMOS,HC 5 BOX 31528,HATILLO,PR,00659-9787,0000,03,3,1257,202106,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,X20,
660733774,IGLESIA CASA DEL PADRE INC URB COLINAS DE FAIRVIEW,% IGLESIA CASA DEL PADRE INC URB CO,COLINAS DE FAIRVIEW 4W6 CALLE 223,TRUJILLO ALTO,PR,00976-0000,0000,03,3,1200,202211,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
660733866,ALIANZA DE LIDERES RINCOENOS INC,% IRMA R BARTOLOMEY VELEZ,PO BOX 1463,RINCON,PR,00677-1463,0000,03,3,1000,202204,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P28,
660734425,OBOE MOBILE FOUNDATION INC,,PO BOX 195094,SAN JUAN,PR,00919-5094,0000,03,3,2000,201507,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,A68,
660735050,FUNDACION SIGMA DE LA FRATERNIDAD FI SIGMA ALFA INC,% COMITE EJECUTIVO CENTRAL,PO BOX 140357,ARECIBO,PR,00614-0357,0000,03,3,2000,202203,1,16,000000000,1,01,,0,0,02,0,12,,,,B03,
660735810,IGLESIA EVANGELICA MISIONERA JEHOVA SAMA II,,PO BOX 50237,TOA BAJA,PR,00950-0237,2046,03,9,7000,196911,1,10,001000000,5,01,,0,0,01,0,12,,,,,
660736063,RIOVENA FOUNDATION INC,% JORGE L RODRIGUEZ,PO BOX 363232,SAN JUAN,PR,00936-3232,0000,03,3,1000,201711,1,03,000000000,1,01,202306,2,3,00,1,06,13111,48000,,M20,
660736115,BETA-LOCAL INC,% PABLO GUARDIOLA,PO BOX 9023697,SAN JUAN,PR,00902-3697,0000,03,3,2000,201110,1,15,000000000,1,01,202306,4,4,01,0,06,351148,369234,369234,A20,
660736893,WE ALL CARE INC,% LIZBETH ROSA ROSA,DR PEREZ FREYTEZ BL 20 5TA SECCION,TOA BAJA,PR,00949-0000,0000,03,3,1700,202407,1,16,000000000,1,01,,0,0,02,0,12,,,,B19,
660736943,EL PASTILLO CONSERVATION TRUST INC,% JOAQUIN LOPEZ,PO BOX 2599,ISABELA,PR,00662-9599,0000,03,3,2000,201404,1,15,000000000,1,01,202212,3,3,02,0,12,53361,29727,29727,U36,
660737189,IFD INC,% OSCAR CUCURULLO,M31 CALLE HILL DRIVE RD URB TORRIMA,GUAYNABO,PR,00966-0000,0000,03,3,2000,201102,1,15,000000000,1,01,202303,0,0,02,0,03,0,0,0,B99,INSTITUTO DE FORMACION DEMOCRATICA
660737402,KOINONIA COMMUNICATION INC,% DR DAVID GUADALUPE EJ,PO BOX 9024118,SAN JUAN,PR,00902-4118,0000,03,3,1200,202006,1,16,000000000,1,01,202312,1,1,02,0,12,420,1000,1000,A33,
660737571,FUNDACION AMIGOS DE EL YUNQUE INC,% ANGELITA RIECKEHOFF,PO BOX 367024,SAN JUAN,PR,00936-7024,0000,03,3,1000,201407,1,15,000000000,1,01,202312,3,4,01,0,12,71426,290302,290302,C36,
660738037,A P COMMUNITY MENTAL SERVICES CORP,% VIVIAN ENID FIGUEROA SANTOS,PO BOX 1231,LAS PIEDRAS,PR,00771-1231,0000,03,3,1200,202111,1,15,000000000,1,01,202112,0,0,02,0,12,0,0,0,F32,
660738493,IGLESIA LA TRAVESIA,,PO BOX 366712,SAN JUAN,PR,00936-6712,0000,03,3,7000,201910,4,10,000000000,1,01,,0,0,06,0,12,,,,X21,LA TRAVESIA
660738889,HERMANOS SIN FRONTERAS INC,% ROSA MILAGROS OSPINA,10 URB PAGAN,CABO ROJO,PR,00623-4502,0000,03,3,1200,201810,1,16,000000000,1,01,202403,0,0,02,0,03,0,0,0,A25,
660739254,EL PODER DE LA PALABRA PROFETICA DE DIOS,,PO BOX 500,VEGA BAJA,PR,00694-0500,0000,03,3,7000,201711,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,,
660740170,MUSEO DE LA HISTORIA DE SAN GERMAN,% JOSE CALIANO,PO BOX 1836,SAN GERMAN,PR,00683-1836,0000,03,3,2000,201209,1,15,000000000,1,01,202312,3,3,02,0,12,42990,37372,37372,A54,
660740763,MINISTERIO PROJECTO-CREE CAMINO DE PAZ INC,,PO BOX 660,SAN SEBASTIAN,PR,00685-0660,0000,03,3,1200,202403,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,O50,
660741766,PLENITUD INICIATIVAS ECOEDUCATIVAS INC,% OWEN INGLEY / PAULA PAOLI,PO BOX 394,LAS MARIAS,PR,00670-0000,0000,03,3,1000,201404,1,16,000000000,1,01,202212,5,5,01,0,12,506086,887990,887990,C30,
660742449,IGLESIA MISIONERA JESUCRISTO REY DE REYES,,PO BOX 598,VEGA BAJA,PR,00694-0598,2046,03,9,7000,196911,1,10,001000000,5,01,,0,0,01,0,12,,,,,
660743234,TASIS DORADO EDUCATIONAL FOUNDATION INC,% LOUIS R CHRISTIANSEN,11 CARR 693,DORADO,PR,00646-3452,0000,03,3,1000,201808,1,11,000000000,1,01,202306,8,8,01,0,06,36382188,20880598,19888232,B20,
660743677,ENLASSSE INC,% MARIE NUNEZ,BALCONES MONTE REAL D1404 APTDO 69,CAROLINA,PR,00987-0000,0000,03,3,1200,201303,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P40,
660744022,SABANA GRANDE COMMUNITY AND ECONOMIC DEVELOPMENT,% JOSE PIETRI MARTINEZ,PO BOX 1119,SABANA GRANDE,PR,00637-0000,0000,03,3,1000,201201,1,15,000000000,1,01,202212,3,4,01,0,12,36327,346179,346179,S20,SACED CORP
660744314,TEMPLO LA CARIDAD DEL COBRE INC,% TEMPLO LA CARIDAD DEL COBRE,706 STE 1 CAMINO EL GUAYO,MAYAGUEZ,PR,00680-8114,0000,03,3,7000,202107,1,10,000000000,1,01,,0,0,06,0,12,,,,X99,TEMPLO LA CARIDAD DEL COBRE
660745229,BUILDING BRIDGES MINISTRIES INC,% IGLESIA LUTERANA GETSEMANI,PO BOX 585,DORADO,PR,00646-0585,9386,03,9,7000,198804,1,10,001000000,1,01,,0,0,06,0,12,,,,,
660745236,KINGDOM CHRISTIAN ACADEMY,% EDDIE MOLINA,PASEO LOS CORALES I,DORADO,PR,00646-0000,0000,03,3,2000,202202,1,11,000000000,1,01,202306,3,5,01,0,06,50356,807018,807018,B20,
660745289,CASA JUAN PABLO II INC,% JAVIER AQUINO-FLORENCIANI,PO BOX 3011,SAN GERMAN,PR,00683-3011,0000,03,3,1000,201103,1,15,000000000,1,01,202212,3,3,01,0,12,63134,83437,83437,F20,
660745568,PET SOS FOUNDATION CORP,% LIZETTE DIAZ,PO BOX 16259,SAN JUAN,PR,00908-6259,0000,03,3,1400,201408,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,D99,
660745574,PENTECOSTAL FAITH MINISTERIAL ASSOCIATION,% DR LUIS A NAZARIO,4E21 L VERDE,BAYAMON,PR,00956-0000,3317,03,9,7000,199112,1,10,000000000,5,01,,0,0,06,0,06,,,,,INTL CONF OF CHRIST CHAPLAINS
660745704,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,% MODESTO RODRIGUEZ,3100 CARR 190 STE 201,CAROLINA,PR,00983-1983,0427,05,9,3000,194106,2,00,263000000,5,01,202312,3,3,01,0,12,27979,61949,61949,,2368 LOCAL
660746427,ASOCIACION PUERTORRIQUENA DE AYUDA APCUENTESDIFSORIASIS INC,% LETICIA N LOPEZ RODRIGUEZ,COND PUERTA DEL SOL 75 APT 1909,SAN JUAN,PR,00926-0000,0000,03,3,1230,202203,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,G40,
660746535,CENTRO PREESCOLAR Y ESTUDIOS COMPLEMENTARIOS N I M INC,% C EDUCATIVO ENENANZA INDIVIDUALIZ,URB LOMAS VERDES,BAYAMON,PR,00956-0000,0000,03,3,2000,202207,1,11,000000000,1,01,,0,0,01,0,12,,,,B21,
660747155,ALMA MISSIONERA ENACCION INC,% CARMAN ANDUJAR,8 CALLE BETANCES,UTUADO,PR,00641-2932,0000,03,3,1000,202205,1,15,000000000,1,01,202212,1,1,02,0,12,7995,4070,4070,P20,
660747970,PUERTO RICO ADVANCE INSTITUTE CORP,% ESTEFANI DE LA CRUZ,PO BOX 1371,BAYAMON,PR,00960-1371,0000,03,3,1200,201405,1,11,000000000,1,01,202306,4,4,01,0,06,162682,170380,170380,B99,
660749146,ARRECIFES PRO CIUDAD IN,% FRANCISCO LOPEZ MUJICA,COND PINE GROVE APT 11 A CARR 187,CAROLINA,PR,00979-0000,0000,03,3,2800,202201,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,C30,
660749333,CHIMIKUINES DAY CARE & LEARNING CENTER CORP,% MAGALY MORALES,HC 2 BOX 13197,GURABO,PR,00778-9752,0000,03,3,2000,201412,1,16,000000000,1,01,202212,2,3,01,0,12,22910,94949,94949,P33,
660749374,ACUDE INC,% DALIA FELICIANO,PO BOX 70250,SAN JUAN,PR,00936-8250,0000,03,3,1000,201406,1,15,000000000,1,01,202112,0,0,02,0,12,0,0,0,M99,
660749601,COMMUNITY HEALTH FOUNDATION OF PUERTO RICO,,C17 CALLE MARGINAL,BAYAMON,PR,00961-6706,0000,03,3,1000,201611,1,15,000000000,1,01,202212,6,7,01,0,12,3368715,5539340,5539340,E30,
660749622,ACADEMIA NUESTRA SENORA DE FATIMA INC,,PO BOX 469,BAJADERO,PR,00616-0000,0000,03,3,1000,201403,1,11,000000000,1,01,202212,3,5,01,0,12,80150,840401,840401,B24,
660750128,INSTITUTO PONCENO SINDROME DOWN INC,,1244 CALLE CARMELITAS DESCALZOS,PONCE,PR,00728-1910,0000,03,3,1000,201708,1,13,000000000,1,01,202406,0,0,02,0,06,0,0,0,G25,
660750537,CONSEJO RECREO-DEPORTIVO Y EDUCATIVO DE PUERTO RICO,% FERMIN CARDONA,CALLE 6H 33 URB VILLA HUMACAO,HUMACAO,PR,00791-0000,0000,03,3,1200,202306,1,04,000000000,1,01,,0,0,00,1,12,,,,W11,
660750688,FINO KIT TRANSFORMATION MINISTRY,% MARIE MELENDEZ,PO BOX 367895,SAN JUAN,PR,00936-7895,0000,03,3,1000,201906,1,15,000000000,1,01,202206,3,1,02,0,06,77843,4622,4622,P80,
660750811,ANNA CARIBBEAN CHAPTER 210 CORP,% RITA DEJESUS,1012 CALLE ALBANIA,SAN JUAN,PR,00920-4032,3803,06,9,2000,200111,2,00,000000000,1,01,202303,0,0,02,0,03,0,0,0,,210 CARIBBEAN
660751044,PUERTO RICO ALLIANCE FOR COMPANION ANIMALS INC,% URSULA ARAGUNDE KOHL,130 WINSTON CHURCHILL STE 1 PMB 208,SAN JUAN,PR,00926-6066,0000,03,3,2000,201111,1,15,000000000,1,01,202309,4,4,01,0,09,213254,264881,264881,B90,
660751086,IGLESIA MISIONERA LA MANO DE JEHOVA DE RESTAURACION Y ADORACION,% PASTORA ANGELICA MARTINEZ,PO BOX 2017 PMB 503,LAS PIEDRAS,PR,00771-2017,2046,03,9,7000,196911,1,10,001000000,5,01,,0,0,06,0,12,,,,,
660751266,MOVEMENT CORP,% JONATHAN RIDDERING,25 CALLE ROCHELAISE W INDUSTRIAL,MAYAGUEZ,PR,00682-0000,0000,03,3,7000,202408,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,THE MOVEMENT
660751516,ARECIBO BASEBALL ACAMEDY INC,% EDWIN ARROYO,PO BOX 8,BAJADERO,PR,00616-0008,0000,03,3,2000,202109,1,11,000000000,1,01,202212,6,5,01,0,12,1212418,601345,601345,B20,
660752214,FUNDACION BECHARA INC,% FRANCISCO BECHARA,URB SANTA ROSA III CARR 833 KM 12 2,GUAYNABO,PR,00969-0000,0000,03,3,1200,202407,1,03,000000000,1,01,202212,4,3,00,1,12,113464,61160,61160,P20,FUNDACION BECHARA
660752946,PITIRRE PROJECTS,,609 CALLE AUSTRAL,SAN JUAN,PR,00920-4201,0000,03,3,1000,202112,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,A20,
660752979,CARRUSEL EN LA SEBASTIANA CORP,% FUNDACION CARRUEL,1353 AVE LUIS VIGOREAUX,GUAYNABO,PR,00966-2715,0000,03,3,1000,201602,1,15,000000000,1,01,202312,4,4,01,0,12,123861,369010,369010,E50,
660753077,CASA AMOR FE Y ESPERANZA,% GLADYS ORTIZ,1003 AVENIDA GANDARA,SAN JUAN,PR,00926-0000,0000,03,3,1270,202211,1,15,000000000,1,01,202012,1,2,01,0,12,2729,24870,24870,X20,
660753966,COMPANIA DE DANZA SIGLO XXI INC,% DENISSE ELIZA,14 CARR833 COND LA CIMA,GUAYNABO,PR,00969-0000,0000,03,3,1000,201409,1,15,000000000,1,01,202212,2,3,01,0,12,24582,76719,76719,B90,
660754430,TEATRO SAN RAFAEL INC,,PO BOX 1089,RIO GRANDE,PR,00745-1089,0000,03,3,1000,201408,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,A65,CINE-TEATRO SAN RAFAEL
660754945,CENTRO DE ESTIMULACION INTEGRAL PARA CHICOS COMO TU INC,,PO BOX 656,CATANO,PR,00963-0656,0000,03,3,1000,201502,1,15,000000000,1,01,202306,6,5,01,0,06,1658776,961225,961225,H84,CENTRO ESTIMULACION INTEGRAL
660755246,VIEQUES CONCERT SOCIETY CORP,% JANNA HALBERG PRESIDENT TREASURER,PO BOX 109,VIEQUES,PR,00765-0109,0000,03,3,1200,201309,1,15,000000000,1,01,202212,2,2,02,0,12,14826,24600,24600,A20,
660755276,HOGAR MIS PRIMEROS PASOS INC,,CALLE ESTACION C-1 PMB 94,VEGA ALTA,PR,00692-0000,0000,03,3,1000,201708,1,15,000000000,1,01,202306,6,5,01,0,06,2299348,946497,946497,P73,
660755621,ORGANIZACION DE EX ALUMNOS APS INC,% ROBERTO FORTUNO,PO BOX 13862,SAN JUAN,PR,00908-0000,0000,03,3,2000,202003,1,15,000000000,1,01,202212,4,3,01,0,12,272149,54409,54409,B82,
660756040,HACIENDA RENACER INC,% EDNA GUZMAN,2900 CARR 686 ATLANTIC VIEW COURT,VEGA BAJA,PR,00693-0000,0000,03,3,1000,201112,1,16,000000000,1,01,202312,2,4,01,0,12,15790,133794,107341,F60,
660757667,NATIONAL TALENT ACADEMY INC,% DIOSDADA ROMERO,WWWNATIONALTALENTACADEMYNET,SAN JUAN,PR,00936-0000,0000,03,3,2000,202101,1,11,000000000,1,01,202306,4,6,01,0,06,241878,1399959,1399959,B25,
660759260,SOCIEDAD PUERTORRIQUENA DE CARDIOLOGIA CAPITULO SUR INC,,207 TORRE SAN CRISTOBAL,COTO LAUREL,PR,00780-2847,0000,03,3,2000,201402,1,16,000000000,1,01,202312,3,0,02,0,12,73451,0,0,B03,
660760071,FUNDACION MAYAGUEZ 2010,,PO BOX 3248,MAYAGUEZ,PR,00681-3248,0000,03,3,1200,202303,1,15,000000000,1,01,202306,6,4,01,0,06,1013114,391579,391579,O50,
660760257,FRIENDS OF CULEBRA ANIMALS INC,% PATRICIA PULLIAM,PO BOX 527,CULEBRA,PR,00775-0527,0000,03,3,1000,201405,1,15,000000000,1,01,202312,3,3,02,0,12,86388,40876,40876,D20,
660761123,LTRG OF PUERTO RICO INC,% IVELISSE ESQUILIN,1 CALLE PANAMA,CAGUAS,PR,00725-5454,0000,03,3,1270,202408,1,15,000000000,1,01,,0,0,02,0,12,,,,P20,GRALP DE PUERTO RICO
660761642,RESTAURANDO AL AMOR FE ESPERANZA CON JESUS Y MARIA INC,,106 CALLE ARZUAGA,SAN JUAN,PR,00925-3705,0000,03,3,7000,202310,1,15,000000000,1,01,,0,0,02,0,12,,,,X12,
660761832,PROBUCCIONES BALLET PEAPRO INC,% LAYRA VALENTIN,PO BOX 361936,SAN JUAN,PR,00936-1936,0000,03,3,1000,201408,1,16,000000000,1,01,202312,0,3,02,0,12,0,43404,43404,A63,
660762579,ECOEXPLORATORIO INC,,PO BOX 2803,GUAYNABO,PR,00970-2803,0000,03,3,1000,201403,1,15,000000000,1,01,202212,4,6,01,0,12,494941,1360115,1360115,A50,
660762782,FUNDACION LUIS SALAZAR GEIGEL,% LUIS SALAZAR,PO BOX 9545,SAN JUAN,PR,00908-0545,0000,03,3,1000,201307,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,E86,
660763762,AMIGOS DE TRES PALMAS INC,,PO BOX 71,RINCON,PR,00677-0071,0000,03,3,8000,201410,1,16,000000000,1,01,202312,1,1,02,0,12,4448,1476,1476,C30,
660763874,ELDERLY BOBE ENTRERPRICES INC,% ROSA D BOBE,URB BORINQUEN P11 JUAN MORELL ST,CABO ROJO,PR,00623-0000,0000,03,3,1000,201404,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,L20,
660764080,PROSUM INC,,PO BOX 362885,SAN JUAN,PR,00936-2885,0000,03,3,1000,201408,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,Z99,
660764085,ESSENTIAL COMMUNITY FACILITIES INC,,PO BOX 364447,SAN JUAN,PR,00936-4447,0000,03,3,1000,201411,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,S20,
660764480,FUNDACION DE INVESTIGACION DE DIEGO SCIENCE AND EDUCATION INC,% JOSE RODRIGUEZ,998 MUOZ RIVERA AVE,SAN JUAN,PR,00927-0000,0000,03,3,1000,201409,1,15,000000000,1,01,202212,3,3,02,0,12,42801,25000,25000,E05,
660764494,CENTRO DE LA FAMILIA FE Y GRACIA INC,% LUIS E ROSADO,PO BOX 607071 PMB 286,BAYAMON,PR,00960-7071,2046,03,9,7000,196911,1,10,001000000,5,01,,0,0,06,0,12,,,,,CHURCH
660764813,EQUINOTERAPIA PUERTO RICO INC,,131 CALLE GUADALQUIVIR EL PARAISO O,SAN JUAN,PR,00926-0000,0000,03,3,2000,201603,1,15,000000000,1,01,202212,4,4,01,0,12,153810,176687,176687,E86,
660765423,IGLESIA DEL ESTE MISSIONARY CHURCH,% JAIRO ALFONSO QUINONES,PO BOX 1704,CEIBA,PR,00735-1704,2046,03,9,7000,196911,1,10,001000000,5,01,,0,0,06,0,12,,,,,
660765475,ROTARY INTERNATIONAL,% CARMEN PIZARRO,PO BOX 360839,SAN JUAN,PR,00936-0839,0573,04,9,3000,194209,2,00,520349200,1,01,202406,0,0,02,0,06,0,0,0,,E-CLUB OF PUERTO RICO Y LAS AMERICA
660765706,A C R E S INC,% HERIBERTO MENDEZ,PO BOX 712,SAN GERMAN,PR,00683-0712,0000,03,3,1200,201311,1,15,000000000,1,01,202212,4,4,01,0,12,229469,349516,349516,K20,
660766334,CENTRO DE APOYO PARA EL DESARROLLO DE LA UNION FAMILIAR INC,% NELSON GARCIA,CONDOMINIO TORRE LIDA 85 STE APT 50,SAN JUAN,PR,00917-0000,0000,03,3,1000,201705,1,03,000000000,1,01,202312,4,6,00,1,12,349712,1350423,,P40,
660766404,CORPORACION EDUCATIVA DE LA ASOCIAC ION PUERTORRIQUENA DEL ESTE DE LO,% CARMEN CARDONA,PO BOX 29027,SAN JUAN,PR,00929-0027,0000,03,3,2700,202011,1,11,000000000,1,01,,0,0,13,0,06,,,,B20,CORPORACION EDUCATIVA APE-ASD
660767273,BASTAYAPR,% MARIA DAVILA,27 GONZALEZ GIUSTI AVE,GUAYNABO,PR,00968-3036,0000,03,3,1000,201408,1,15,000000000,1,01,202305,3,1,02,0,05,28963,5000,5000,I20,
660767783,ILLUMINATING ENGINEERING SOCIETY,% RAFAEL PEREZ,462 CAMINO LOS TAMARINDOS,GURABO,PR,00778-0000,9246,03,9,2000,199102,2,16,059000000,1,01,,0,0,02,0,06,,,,,SAN JUAN PR SECTION
660767910,FUNDACION LAZOS DE AMOR Y ESPERANZA INC,,CALLE A-16 URB EL RETIRO,HUMACAO,PR,00791-0000,0000,03,3,1000,202112,1,15,000000000,1,01,202312,1,1,02,0,12,8563,13,13,E01,
660768054,MUJERES DE ISLAS INC,,PO BOX 358,CULEBRA,PR,00775-0358,0000,03,3,1000,202310,1,15,000000000,1,01,202302,5,5,01,0,02,634447,559588,559588,S20,
660768884,BANDA AGAPE MUSICAL,% JOEL ZAMORA,ANTONIO R BARCELO AVE EDF 1 APT6,CAYEY,PR,00736-3742,0000,03,3,1200,202306,1,04,000000000,1,01,,0,0,00,1,12,,,,A6C,
660768929,INSIGNIA FOUNDATION INC,,1310 CALLE DALMACIA,SAN JUAN,PR,00920-3736,0000,03,3,1000,201408,1,16,000000000,1,01,202312,6,4,01,0,12,1202442,328284,21814,E99,
660768940,FUNDACION ESTHER A TORRES PRO ENFERMEDADES INFLAMATORIAS DE INTE,% ESTHER A TORRES,PARQUE DE LAS FUENTES 508 CESAR GON,SAN JUAN,PR,00918-0000,0000,03,3,1200,202301,1,15,000000000,1,01,202312,4,3,02,0,12,122893,25500,25500,H70,
660769005,FURIPACA INC,% RAMON LUIS VAZQUEZ,PO BOX 2072,COAMO,PR,00769-4072,0000,03,3,1000,201910,1,15,000000000,1,01,202312,3,4,01,0,12,34759,101239,101239,G30,
660770199,ORGANIZACION PRO BIENESTAR RESCATE Y ADOPCION DE LOS ANIMALES,% MARIA P LAKE,PO BOX 9949,SAN JUAN,PR,00908-0949,0000,03,3,1400,202112,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,D20,OBRA
660770270,FILANTROPIA PUERTO RICO INC,% GLENISSE PAGAN,PO BOX 9919,SAN JUAN,PR,00908-0919,0000,03,3,1000,201802,1,15,000000000,1,01,202212,6,6,01,0,12,4916805,1442948,1442948,T02,
660771386,COOPERACION MISIONERA IBEROAMERICANA INC,% COMIBAM INTERNACIONAL,613 PONCE DE LEON,SAN JUAN,PR,00917-4800,0000,03,3,7000,201409,1,15,000000000,1,01,202312,3,4,01,0,12,51346,111030,111030,X20,COMIBAM INTERNACIONAL
660772574,SYMPHONIC DREAM FOUNDATION INC,,PO BOX 364087,SAN JUAN,PR,00936-4087,0000,03,3,1200,202001,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,A68,
660773070,FUNDACION 4 INC,,PO BOX 801469,COTO LAUREL,PR,00780-1469,0000,03,3,1200,201410,1,15,000000000,1,01,202312,4,5,01,0,12,198945,620000,620000,P20,
660773179,MANO AMIGA PUERTO RICO INC,,HC 1 BOX 5639,MOCA,PR,00676-9567,0000,03,3,1258,202008,1,16,000000000,1,01,202112,0,0,02,0,12,0,0,0,T40,
660773290,PRIMERA IGLESIA AD,,HC 15 BOX 15787,HUMACAO,PR,00791-9487,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
